product_area,location_country,supplier_name,location_region,onboard_date_v2,sla_end_to_end_exclude_weekend1,wo_adv_std_include_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation
Cloud,India,ALTRAN GROUP,APAC,2025-04-27,5,1,4,0,4
Waymo,United States,"TASKUS, INC.",NORTH AMERICA,2025-05-02,6,5,3,3,0
Technical Infrastructure,United States,THE WHITING TURNER CONTRACTING COMPANY,NORTH AMERICA,2025-04-23,14,5,11,10,1
REWS,Colombia,G4S PLC,LATAM,2025-04-25,3,3,0,0,0
REWS,United States,SODEXO,NORTH AMERICA,2025-04-28,3,5,0,0,0
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-29,3,5,0,0,0
YouTube,India,GENPACT LIMITED,APAC,2025-04-28,3,2,1,0,1
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-22,2,4,0,0,0
Technical Infrastructure,Thailand,JONES LANG LASALLE INC,APAC,2025-04-28,13,1,12,0,12
gTech,India,GENPACT LIMITED,APAC,2025-04-24,3,3,0,0,0
gTech,Brazil,CONCENTRIX,LATAM,2025-04-24,3,3,0,0,0
gCS,Philippines,CONCENTRIX,APAC,2025-04-24,2,1,1,1,0
Cloud,Philippines,ACCENTURE PLC,APAC,2025-04-29,4,2,2,2,0
REWS,United States,JONES LANG LASALLE INC,NORTH AMERICA,2025-04-23,5,2,3,3,0
Finance,India,IBM CORPORATION,APAC,2025-04-28,3,1,2,2,0
T&S,India,WIPRO LIMITED,APAC,2025-04-23,4,4,2,0,2
YouTube,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-23,7,2,5,5,0
Core (w/o Corp Eng),United States,"MAGNIT, LLC",NORTH AMERICA,2025-05-01,5,6,1,0,1
Technical Infrastructure,Netherlands,SECURITAS AB,EMEA,2025-04-23,5,1,4,4,0
POps,India,RANDSTAD NV,APAC,2025-04-30,5,5,2,0,2
REWS,India,COMPASS GROUP PLC,APAC,2025-04-25,2,2,0,0,0
Technical Infrastructure,United States,MARK G ANDERSON CONSULTANTS INC,NORTH AMERICA,2025-04-28,8,2,6,0,6
Devices & Services,Colombia,HUGE LLC,LATAM,2025-04-23,9,4,7,6,1
YouTube,India,TELEPERFORMANCE SE,APAC,2025-04-28,4,2,2,0,2
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-22,1,1,0,0,0
Technical Infrastructure,United States,"ROONEY HOLDINGS, INC.",NORTH AMERICA,2025-05-01,3,2,1,1,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-23,197,14,187,186,1
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-23,3,5,0,0,0
Platforms + Ecosystems,United States,SCALENCE LLC,NORTH AMERICA,2025-04-25,3,3,0,0,0
Access,United States,DYCOM INDUSTRIES,NORTH AMERICA,2025-04-30,9,1,8,8,0
Corp Eng,India,IBM CORPORATION,APAC,2025-04-28,3,1,2,0,2
Technical Infrastructure,United States,"T5 DCMC, LLC",NORTH AMERICA,2025-04-23,5,5,2,1,1
Global Affairs (w/o T&S),Singapore,LAWYERS ON DEMAND LIMITED,APAC,2025-04-29,3,4,1,1,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-21,5,3,2,2,0
Geo,Brazil,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,LATAM,2025-04-23,6,8,0,0,0
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,2,1,0,1
Technical Infrastructure,null,SCHENKER,NORTH AMERICA,2025-04-25,6,8,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
YouTube,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,2,4,0,0,0
REWS,null,ELECTROSONIC LIMITED,NORTH AMERICA,2025-04-28,3,5,0,0,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-24,2,2,0,0,0
YouTube,Philippines,TECH MAHINDRA LIMITED,APAC,2025-05-02,11,4,9,0,9
Waymo,India,WIPRO LIMITED,APAC,2025-04-30,2,1,1,1,0
gTech,Brazil,CONCENTRIX,LATAM,2025-04-29,6,3,3,3,0
Access,United States,SORENSEN CRAIG F CONSTRUCTION INC,NORTH AMERICA,2025-04-28,7,1,6,0,6
Devices & Services,India,TESSOLVE SEMICONDUCTOR PVT LTD,APAC,2025-04-25,2,1,1,1,0
REWS,United States,COMPASS GROUP PLC,NORTH AMERICA,2025-04-24,3,3,0,0,0
YouTube,India,GENPACT LIMITED,APAC,2025-04-28,3,1,2,0,2
gCS,India,REGALIX INC,APAC,2025-04-25,4,3,1,1,0
YouTube,India,CONCENTRIX,APAC,2025-04-22,3,1,2,0,2
Ads & Commerce,Poland,TELUS,EMEA,2025-04-30,4,5,1,0,1
Cloud,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-05-02,3,3,0,0,0
REWS,United States,JONES LANG LASALLE INC,NORTH AMERICA,2025-05-02,7,5,4,3,1
Geo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-25,2,2,0,0,0
YouTube,India,CONCENTRIX,APAC,2025-04-23,4,6,0,0,0
gTech,India,GENPACT LIMITED,APAC,2025-04-21,1,3,0,0,0
REWS,Taiwan,JONES LANG LASALLE INC,APAC,2025-04-29,4,5,1,0,1
REWS,India,G4S PLC,APAC,2025-04-23,4,1,3,0,3
YouTube,India,GENPACT LIMITED,APAC,2025-04-28,3,2,1,1,0
REWS,null,CBRE GROUP INC,EMEA,2025-05-02,3,3,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-24,2,1,1,0,1
T&S,India,WIPRO LIMITED,APAC,2025-04-25,4,1,3,0,3
YouTube,India,ACCENTURE PLC,APAC,2025-04-21,6,4,4,0,4
gTech,Germany,VACO,EMEA,2025-05-01,6,2,4,4,0
Ads & Commerce,Poland,TELUS,EMEA,2025-04-30,4,5,1,0,1
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,4,2,2,0,2
Platforms + Ecosystems,United States,MAGIC LEAP INC.,NORTH AMERICA,2025-04-23,5,2,3,0,3
YouTube,India,ACCENTURE PLC,APAC,2025-04-22,7,3,6,0,6
REWS,United States,MC DEAN INC,NORTH AMERICA,2025-04-23,3,4,1,0,1
Technical Infrastructure,United States,MCFARLAND BUILDING GROUP LLC,NORTH AMERICA,2025-04-23,2,2,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-05-01,7,3,4,4,0
Technical Infrastructure,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-05-02,3,3,0,0,0
Finance,India,ACCENTURE PLC,APAC,2025-04-29,4,1,3,3,0
Cloud,Philippines,HCL TECHNOLOGIES LTD,APAC,2025-04-30,10,1,9,0,9
T&S,India,WIPRO LIMITED,APAC,2025-04-21,4,1,3,0,3
T&S,India,WIPRO LIMITED,APAC,2025-04-25,2,2,0,0,0
REWS,United States,GRANT THORNTON INTERNATIONAL LTD,NORTH AMERICA,2025-04-24,3,1,2,0,2
Technical Infrastructure,United States,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,2025-04-23,2,1,1,1,0
Technical Infrastructure,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-23,3,5,0,0,0
Access,United States,DYCOM INDUSTRIES,NORTH AMERICA,2025-05-01,16,2,14,12,2
REWS,Poland,CBRE GROUP INC,EMEA,2025-04-22,1,1,0,0,0
POps,India,DELOITTE,APAC,2025-04-29,3,5,0,0,0
Access,United States,"ALAN PLUMMER ASSOCIATES, INC",NORTH AMERICA,2025-04-29,10,1,9,0,9
gTech,Philippines,TELUS,APAC,2025-04-23,2,2,0,0,0
Technical Infrastructure,Ireland,EOS IT SOLUTIONS,EMEA,2025-04-24,26,5,23,1,22
POps,India,RANDSTAD NV,APAC,2025-04-25,11,4,9,0,9
Cloud,Mexico,TATA GROUP,LATAM,2025-04-29,2,4,0,0,0
gCS,India,ACCENTURE PLC,APAC,2025-04-22,5,2,3,3,0
Corp Eng,Ireland,ASTREYA PARTNERS INC,EMEA,2025-04-23,4,1,3,0,3
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-28,4,3,1,1,0
YouTube,India,CONCENTRIX,APAC,2025-04-21,4,2,2,2,0
Cloud,Canada,TELEPERFORMANCE SE,NORTH AMERICA,2025-04-25,3,2,1,0,1
YouTube,India,ACCENTURE PLC,APAC,2025-05-02,5,3,4,0,4
Cloud,India,DELOITTE,APAC,2025-04-22,4,2,2,0,2
Access,United States,"GARY D. NELSON ASSOCIATES, INC.",NORTH AMERICA,2025-04-28,9,8,6,6,0
Cloud,Philippines,ACCENTURE PLC,APAC,2025-04-24,8,2,6,5,1
POps,India,ACCENTURE PLC,APAC,2025-04-22,4,6,0,0,0
Technical Infrastructure,Belgium,GXO LOGISTICS WORLDWIDE LLC,EMEA,2025-04-25,3,2,1,0,1
Waymo,India,WIPRO LIMITED,APAC,2025-04-27,4,1,3,0,3
gTech,Poland,MAJOREL GLOBAL,EMEA,2025-04-29,5,1,4,1,3
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-05-02,4,2,2,0,2
Geo,India,ACCENTURE PLC,APAC,2025-04-23,10,2,8,0,8
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-30,6,3,3,2,1
Devices & Services,India,INFOSYS,APAC,2025-04-21,4,1,3,0,3
REWS,India,JAGUAR SECURITY SERVICES PVT. LTD.,APAC,2025-04-23,1,1,0,0,0
gTech,United States,"PINNACLE TECHNICAL RESOURCES, INC., D/B/A PTR GLOBAL, INC.",NORTH AMERICA,2025-05-01,13,16,8,8,0
Geo,India,ACCENTURE PLC,APAC,2025-04-24,12,1,11,0,11
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-25,4,1,3,0,3
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-24,2,2,0,0,0
REWS,null,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
Cloud,India,DELOITTE,APAC,2025-04-22,4,2,2,0,2
T&S,India,ACCENTURE PLC,APAC,2025-04-21,14,1,13,1,12
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-22,4,1,3,3,0
Platforms + Ecosystems,United States,STELLAR ELEMENTS LLC,NORTH AMERICA,2025-04-23,14,6,10,9,1
Devices & Services,India,L&T TECHNOLOGY SERVICES LTD,APAC,2025-05-02,5,5,2,0,2
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-23,2,1,1,0,1
REWS,United States,JONES LANG LASALLE INC,NORTH AMERICA,2025-04-25,2,2,0,0,0
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,5,1,4,2,2
T&S,India,WIPRO LIMITED,APAC,2025-04-21,3,2,1,0,1
T&S,India,WIPRO LIMITED,APAC,2025-04-25,2,1,1,0,1
gTech,Malaysia,TELEDIRECT PTE LTD,APAC,2025-04-21,2,1,1,0,1
T&S,Malaysia,ACCENTURE PLC,APAC,2025-04-28,3,2,1,0,1
REWS,United States,PROPARK AMERICA WEST LLC,NORTH AMERICA,2025-04-29,3,5,0,0,0
gTech,Poland,TELEPERFORMANCE SE,EMEA,2025-04-28,3,5,0,0,0
Technical Infrastructure,United States,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-05-02,3,3,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-22,1,2,0,0,0
gTech,India,ACCENTURE PLC,APAC,2025-05-01,8,1,7,7,0
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-05-02,3,3,0,0,0
YouTube,India,CONCENTRIX,APAC,2025-04-21,3,5,0,0,0
Technical Infrastructure,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-05-02,3,3,0,0,0
Finance,India,PWC,APAC,2025-04-24,2,2,0,0,0
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-30,2,2,0,0,0
Geo,India,ACCENTURE PLC,APAC,2025-05-02,6,5,3,2,1
Technical Infrastructure,India,MOTIVITY LABS INC,APAC,2025-04-28,5,3,2,2,0
REWS,null,STANTEC INC.,NORTH AMERICA,2025-04-29,3,5,0,0,0
Geo,India,WIPRO LIMITED,APAC,2025-04-23,2,1,1,0,1
YouTube,India,GENPACT LIMITED,APAC,2025-04-28,3,2,1,1,0
Platforms + Ecosystems,United States,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NORTH AMERICA,2025-04-22,3,5,0,0,0
Cloud,India,UBER TECHNOLOGIES INC,APAC,2025-05-01,7,2,5,4,1
Cloud,United States,"MAGNIT, LLC",NORTH AMERICA,2025-04-29,14,32,11,11,0
Cloud,India,SCALENCE LLC,APAC,2025-04-21,3,1,2,1,1
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-24,2,2,0,0,0
Platforms + Ecosystems,India,BAYONE SOLUTIONS INC.,APAC,2025-04-21,9,3,6,2,4
Devices & Services,United States,MOSAIC US HOLDINGS INC,NORTH AMERICA,2025-04-25,9,3,6,0,6
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-23,5,5,2,1,1
Cloud,United States,NETAPP INC,NORTH AMERICA,2025-05-01,12,3,9,0,9
Technical Infrastructure,United States,AMENTUM COMMERCIAL OPERATIONS INC,NORTH AMERICA,2025-04-30,2,1,1,0,1
YouTube,India,ACCENTURE PLC,APAC,2025-05-02,6,4,4,0,4
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-25,3,2,1,0,1
gTech,Brazil,CONCENTRIX,LATAM,2025-04-24,3,3,0,0,0
gTech,Poland,TELEPERFORMANCE SE,EMEA,2025-04-28,3,5,0,0,0
Devices & Services,India,ACCENTURE PLC,APAC,2025-04-28,7,6,3,3,0
Technical Infrastructure,United States,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,2025-05-02,25,3,24,19,5
Technical Infrastructure,null,EVERGREEN JANITORIAL SERVICES INC,NORTH AMERICA,2025-04-25,3,3,0,0,0
Cloud,United States,ACCENTURE PLC,NORTH AMERICA,2025-04-22,4,1,3,0,3
Finance,United States,SOLOMONEDWARDSGROUP LLC,NORTH AMERICA,2025-04-30,3,5,0,0,0
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-22,1,1,0,0,0
POps,India,RANDSTAD NV,APAC,2025-04-29,10,1,9,4,5
Finance,United States,ERNST AND YOUNG LLP,NORTH AMERICA,2025-04-24,5,1,4,1,3
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-05-01,3,3,0,0,0
Search,India,GLOBALLOGIC INC,APAC,2025-05-02,3,3,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-05-02,7,2,5,0,5
Technical Infrastructure,United States,DIRECT LINE GLOBAL LLC,NORTH AMERICA,2025-04-25,2,2,0,0,0
gCS,India,ACCENTURE PLC,APAC,2025-04-29,6,1,5,0,5
Cloud,Spain,TELEPERFORMANCE SE,EMEA,2025-04-29,4,5,1,1,0
REWS,Brazil,SODEXO,LATAM,2025-05-02,3,3,0,0,0
Cloud,India,HCL TECHNOLOGIES LTD,APAC,2025-04-22,1,1,0,0,0
REWS,India,JAGUAR SECURITY SERVICES PVT. LTD.,APAC,2025-04-23,1,1,0,0,0
Cloud,Bulgaria,SERVICESOURCE INTERNATIONAL INC,EMEA,2025-04-25,10,3,9,8,1
gTech,Colombia,CONCENTRIX,LATAM,2025-04-25,2,2,0,0,0
gTech,India,TECH MAHINDRA LIMITED,APAC,2025-04-21,3,5,0,0,0
Geo,Poland,EXECUTE APPS LTD,EMEA,2025-04-25,7,2,5,2,3
Global Affairs (w/o T&S),United States,"CONSILIO, INC",NORTH AMERICA,2025-04-28,7,5,4,3,1
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-24,3,2,1,0,1
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-25,13,2,11,0,11
Finance,United States,"MAGNIT, LLC",NORTH AMERICA,2025-04-29,8,7,5,0,5
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-05-01,3,3,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-22,6,3,3,0,3
Ads & Commerce,India,GLOBALLOGIC INC,APAC,2025-04-27,5,1,4,0,4
gCS,India,ACCENTURE PLC,APAC,2025-04-30,6,2,4,4,0
gTech,null,TELEPERFORMANCE SE,APAC,2025-04-25,3,3,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-23,6,3,3,0,3
Marketing,Indonesia,MASH BRANDS PTY LTD,APAC,2025-04-30,5,2,3,0,3
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-25,4,4,0,0,0
YouTube,Romania,GENPACT LIMITED,EMEA,2025-04-29,5,6,1,0,1
T&S,India,WIPRO LIMITED,APAC,2025-04-30,3,3,2,1,1
Waymo,Philippines,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,3,2,1,1,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-05-01,7,2,5,3,2
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-29,5,3,2,0,2
gCS,India,REGALIX INC,APAC,2025-04-25,4,3,1,1,0
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-24,3,2,1,1,0
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-25,3,2,1,1,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-21,4,2,2,1,1
T&S,Ireland,ACCENTURE PLC,EMEA,2025-04-23,4,5,1,0,1
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-04-22,8,5,5,0,5
Research,United States,A.G. KUNZ LLC,NORTH AMERICA,2025-04-21,9,1,8,8,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-23,1,1,0,0,0
gTech,Germany,VACO,EMEA,2025-05-02,7,5,4,3,1
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-05-02,3,3,0,0,0
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-23,5,2,3,3,0
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,3,0,0,0
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-30,2,2,0,0,0
Search,India,GLOBALLOGIC INC,APAC,2025-05-02,3,3,0,0,0
Geo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-25,2,2,0,0,0
Devices & Services,India,TESSOLVE SEMICONDUCTOR PVT LTD,APAC,2025-04-22,4,6,0,0,0
gTech,Greece,TELEPERFORMANCE SE,EMEA,2025-05-01,3,2,1,0,1
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-21,2,4,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-30,5,2,3,1,2
Waymo,India,WIPRO LIMITED,APAC,2025-04-27,4,1,3,0,3
gCS,India,REGALIX INC,APAC,2025-04-25,4,3,1,1,0
Geo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,3,2,1,0,1
gCS,Brazil,TTEC HOLDINGS INC,LATAM,2025-04-25,3,3,0,0,0
Cloud,India,HCL TECHNOLOGIES LTD,APAC,2025-04-22,2,3,1,0,1
Platforms + Ecosystems,Mexico,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,LATAM,2025-04-21,3,5,0,0,0
Waymo,United States,MAGNA INTERNATIONAL INC.,NORTH AMERICA,2025-04-24,3,1,2,2,0
REWS,United States,JONES LANG LASALLE INC,NORTH AMERICA,2025-04-28,1,3,0,0,0
Technical Infrastructure,null,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,APAC,2025-04-21,3,5,0,0,0
REWS,null,COMPASS GROUP PLC,EMEA,2025-04-29,3,5,0,0,0
Corp Eng,India,MOVATE TECHNOLOGIES PRIVATE LIMITED,APAC,2025-04-30,5,2,3,0,3
Technical Infrastructure,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-05-01,3,3,0,0,0
DeepMind,United States,SCALE AI INC,NORTH AMERICA,2025-04-21,21,6,17,7,10
REWS,United States,SYSTEM ONE HOLDINGS LLC DBA TEAMPEOPLE,NORTH AMERICA,2025-04-22,5,3,2,0,2
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-23,16,3,13,9,4
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-30,2,2,1,0,1
Cloud,India,BRISTLECONE INC.,APAC,2025-04-28,9,1,8,1,7
gCS,Canada,TELEPERFORMANCE SE,NORTH AMERICA,2025-05-02,7,1,6,2,4
Technical Infrastructure,United States,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,2025-05-01,17,3,14,14,0
Technical Infrastructure,United States,C D MOODY CONSTRUCTION COMPANY INC,NORTH AMERICA,2025-04-24,3,3,0,0,0
REWS,null,THE GASTRONOME LTD,EMEA,2025-04-28,3,5,0,0,0
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-29,3,5,0,0,0
Technical Infrastructure,United Kingdom,ARCADIS NV,EMEA,2025-05-01,6,2,4,4,0
YouTube,United States,ACCENTURE PLC,NORTH AMERICA,2025-05-02,4,2,2,2,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-22,5,2,3,1,2
Technical Infrastructure,Chile,SISTEMAS CONTRA INCENDIOS EUROCOMERCIAL LTDA,LATAM,2025-04-28,3,5,0,0,0
REWS,United States,PFC GROUP OF COMPANIES,NORTH AMERICA,2025-04-25,4,3,1,0,1
YouTube,India,CONCENTRIX,APAC,2025-04-21,3,2,1,1,0
POps,India,ACCENTURE PLC,APAC,2025-04-21,3,2,1,0,1
Technical Infrastructure,Thailand,JONES LANG LASALLE INC,APAC,2025-04-25,16,4,14,0,14
gCS,Brazil,TTEC HOLDINGS INC,LATAM,2025-04-29,6,3,3,1,2
gCS,India,ACCENTURE PLC,APAC,2025-04-25,9,2,7,0,7
T&S,India,WIPRO LIMITED,APAC,2025-04-30,3,4,1,0,1
Marketing,United States,"GARY D. NELSON ASSOCIATES, INC.",NORTH AMERICA,2025-04-28,7,7,3,0,3
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-24,3,2,1,0,1
POps,Canada,HR PATH SAS,NORTH AMERICA,2025-04-29,12,6,8,8,0
YouTube,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-24,5,4,3,0,3
Technical Infrastructure,Netherlands,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,2025-04-28,4,1,3,3,0
Corp Eng,United States,DELOITTE,NORTH AMERICA,2025-04-24,8,2,6,3,3
Technical Infrastructure,United States,TW CONSTRUCTORS LLC,NORTH AMERICA,2025-04-24,2,2,0,0,0
Devices & Services,Taiwan,SGS S.A.,APAC,2025-04-23,7,3,4,0,4
Cloud,Philippines,HCL TECHNOLOGIES LTD,APAC,2025-05-01,4,4,2,0,2
Cloud,India,HCL TECHNOLOGIES LTD,APAC,2025-04-23,2,1,1,0,1
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-21,4,2,2,0,2
T&S,Ireland,ACCENTURE PLC,EMEA,2025-04-29,5,2,3,0,3
gTech,Philippines,TELUS,APAC,2025-04-22,2,4,0,0,0
gCS,India,WNS (HOLDINGS) LIMITED,APAC,2025-04-24,3,1,2,2,0
gCS,Spain,TELEPERFORMANCE SE,EMEA,2025-04-24,2,1,1,1,0
Geo,India,WIPRO LIMITED,APAC,2025-04-23,2,1,1,0,1
REWS,United States,COMPASS GROUP PLC,NORTH AMERICA,2025-04-22,1,1,0,0,0
Technical Infrastructure,null,SATURN PARTNERS LLC,NORTH AMERICA,2025-04-24,3,3,0,0,0
Cloud,Mexico,TATA GROUP,LATAM,2025-04-21,7,5,4,4,0
Waymo,United States,"THE ERM GROUP, INC.",NORTH AMERICA,2025-04-24,3,1,2,1,1
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,1,1,0,0,0
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-04-30,14,5,11,10,1
Cloud,India,INFOSYS,APAC,2025-04-25,3,3,0,0,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-23,2,2,0,0,0
Platforms + Ecosystems,United States,WIPRO LIMITED,NORTH AMERICA,2025-04-30,3,5,0,0,0
gTech,United States,VACO,NORTH AMERICA,2025-04-21,3,2,1,0,1
Access,Poland,EPAM SYSTEMS INC,EMEA,2025-04-28,3,2,1,0,1
Technical Infrastructure,null,INDIGO TELECOM GROUP LTD,LATAM,2025-05-01,3,3,0,0,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-23,2,2,0,0,0
Cloud,El Salvador,TELUS,LATAM,2025-04-30,2,2,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-22,5,2,3,3,0
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,1,3,0,0,0
Access,United States,"GARY D. NELSON ASSOCIATES, INC.",NORTH AMERICA,2025-04-30,7,7,3,0,3
T&S,India,WIPRO LIMITED,APAC,2025-04-25,2,2,0,0,0
Technical Infrastructure,Singapore,LANTROVISION (S) LTD,APAC,2025-04-27,5,1,4,0,4
Corp Eng,India,MOVATE TECHNOLOGIES PRIVATE LIMITED,APAC,2025-04-25,4,3,1,0,1
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-23,2,2,0,0,0
REWS,United States,JONES LANG LASALLE INC,NORTH AMERICA,2025-04-22,4,5,1,0,1
Technical Infrastructure,Thailand,WOOD INTERNATIONAL LIMITED,APAC,2025-04-28,3,1,2,0,2
Platforms + Ecosystems,Sweden,USTWO STUDIO INC,EMEA,2025-04-25,9,3,6,0,6
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-29,3,4,1,1,0
T&S,India,WIPRO LIMITED,APAC,2025-04-25,2,5,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,2,2,0,0,0
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-23,3,3,2,0,2
Access,United States,"PROJECT RESOURCES GROUP, INC.",NORTH AMERICA,2025-04-25,9,2,7,6,1
Devices & Services,India,EXIMIETAS DESIGN LLC,APAC,2025-04-28,2,4,0,0,0
YouTube,India,ACCENTURE PLC,APAC,2025-04-27,8,5,5,2,3
