product_area,st_created_date,work_order_accepted_date,location_country,worker_access_type,ST_start_date,st_start_month,pw_reset_date,supplier_name,location_region,hw_date_shipped,hw_estimated_delivery_date,hw_recd_dt,idv_date,idv_decision_date,idv_approval_date,idv_exception,gvc_invite_created_dt,worker_type,cnt_class_dates,net_onboarding_date,delivery_update,transfer_flag,bulk_shipment,manager_pref_for_hw_shipping,has_equipment,worker_active_flag,onboard_date_v2,sla_end_to_end,sla_end_to_end_exclude_weekend1,sla_xws_exclude_weekend1,sub_act,time_to_onboard_include_weekend,wo_adv_std_include_weekend,gvc_act,eqp_gvc,comp_eqp_include_weekend,time_to_onboard_exclude_weekend,wo_adv_std_exclude_weekend,comp_eqp_exclude_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation
T&S,2025-04-15,2025-04-15,Philippines,Equipment and Access,2025-04-18,2025-04-01,2025-04-28,ACCENTURE PLC,APAC,null,null,2025-04-28,2025-05-12,2025-04-28,2025-04-20,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,13,9,6,13,13,3,1,0,13,9,3,9,6,1,5
Technical Infrastructure,2025-04-28,2025-04-28,null,Badge Only,2025-05-01,2025-05-01,null,INDIGO TELECOM GROUP LTD,LATAM,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,null,2025-05-01,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-28,2025-04-28,null,Badge Only,2025-05-01,2025-05-01,null,INDIGO TELECOM GROUP LTD,LATAM,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,null,2025-05-01,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Cloud,2025-04-24,2025-04-24,United States,Access Only,2025-04-29,2025-04-01,2025-04-29,DELOITTE,NORTH AMERICA,null,null,2025-04-28,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,5,3,1,5,5,5,1,1,4,3,3,2,0,0,0
REWS,2025-04-25,2025-04-25,United States,Badge Only,2025-04-30,2025-04-01,null,JONES LANG LASALLE INC,NORTH AMERICA,null,null,null,2025-05-16,2025-05-02,null,FALSE,null,Vendor,1,2025-04-30,null,null,NO,null,null,Yes,2025-04-30,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Access,2025-04-29,2025-04-29,India,Equipment and Access,2025-05-02,2025-05-01,2025-05-02,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2022-09-05,2022-09-12,2025-05-01,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-01,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,1,1,2,3,3,2,0,0,0
Platforms + Ecosystems,2025-04-28,2025-04-28,Philippines,Equipment and Access,2025-05-01,2025-05-01,2025-05-02,NCC GROUP,APAC,null,null,2025-04-29,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-29,null,NO,null,null,Yes,2025-05-02,4,4,1,4,4,3,1,3,1,4,3,1,1,1,0
Waymo,2025-04-28,2025-04-28,India,Access Only,2025-04-30,2025-04-01,2025-05-01,WIPRO LIMITED,APAC,null,null,2025-04-30,2025-05-15,2025-05-01,2025-04-29,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-30,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,2,1,1,2,3,2,2,1,0,1
T&S,2025-04-23,2025-04-23,India,Access Only,2025-04-24,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,2025-04-30,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-30,null,NO,null,null,Yes,2025-04-30,7,5,4,7,7,1,1,0,7,5,1,5,4,0,4
gCS,2025-04-28,2025-04-28,Philippines,Access Only,2025-04-30,2025-04-01,2025-04-30,CONCENTRIX,APAC,null,2025-05-02,2025-04-28,2025-05-14,2025-04-30,2025-04-29,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-28,null,NO,null,null,Yes,2025-04-30,2,2,1,2,2,2,1,2,1,2,2,1,0,0,0
gTech,2025-04-22,2025-04-22,Ireland,Equipment and Access,2025-04-25,2025-04-01,2025-04-28,ACCENTURE PLC,EMEA,null,null,2025-04-25,2025-05-10,2025-04-26,2025-04-26,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,6,4,1,6,6,3,1,3,3,4,3,3,1,1,0
Search,2025-04-25,2025-04-25,Malaysia,Access Only,2025-04-30,2025-04-01,null,TECH MAHINDRA LIMITED,APAC,null,null,null,2025-03-26,2025-03-12,null,FALSE,null,Vendor,1,2025-04-30,null,TRANSFER-Starters list,NO,null,YES,Yes,2025-04-30,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
T&S,2025-04-24,2025-04-24,India,Access Only,2025-04-28,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,null,2025-05-12,2025-04-28,2025-04-27,FALSE,2025-04-30,Vendor,1,2025-04-30,null,null,NO,null,null,Yes,2025-04-30,6,4,2,6,6,4,1,null,null,4,2,null,2,0,2
Devices & Services,2025-04-17,2025-04-17,India,Equipment and Access,2025-04-21,2025-04-01,2025-04-30,WNS (HOLDINGS) LIMITED,APAC,null,null,2025-04-29,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-30,2025-04-29,null,NO,null,null,Yes,2025-04-30,13,9,7,13,13,4,1,0,12,9,2,8,7,6,1
REWS,2025-04-23,2025-04-23,Japan,Equipment and Access,2025-04-28,2025-04-01,2025-04-30,VECTOR RISK MANAGEMENT KK,APAC,null,null,2025-04-27,2025-05-12,2025-04-28,2025-04-27,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-27,null,NO,null,null,Yes,2025-04-30,7,5,2,7,7,5,1,3,4,5,3,3,2,0,2
gTech,2025-04-27,2025-04-27,India,Access Only,2025-04-29,2025-04-01,2025-04-30,TELEPERFORMANCE SE,APAC,null,null,2025-04-29,2025-05-14,2025-04-30,2025-04-29,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-29,null,NO,null,null,Yes,2025-04-30,3,2,1,3,3,2,1,1,2,2,1,1,1,0,1
gTech,2025-04-23,2025-04-23,Poland,Equipment and Access,2025-04-28,2025-04-01,null,TELEPERFORMANCE SE,EMEA,null,null,null,2025-05-16,2025-05-02,2025-05-01,FALSE,null,Vendor,1,2025-04-28,null,TRANSFER-Starters list,NO,null,NO,Yes,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-22,2025-04-22,Netherlands,Access Only,2025-04-25,2025-04-01,2025-04-29,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,null,null,2025-04-24,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-24,null,NO,null,null,Yes,2025-04-29,7,5,2,7,7,3,1,5,2,5,3,2,2,1,1
Ads & Commerce,2025-04-24,2025-04-24,Poland,Access Only,2025-04-29,2025-04-01,2025-04-29,TELUS,EMEA,null,2025-05-01,2025-04-29,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-29,null,NO,null,null,Yes,2025-04-29,5,3,1,5,5,5,1,0,5,3,3,3,0,0,0
REWS,2025-04-29,2025-04-29,India,Badge Only,2025-05-02,2025-05-01,null,SODEXO,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-23,2025-04-23,null,Badge Only,2025-04-28,2025-04-01,null,DIRECT LINE GLOBAL LLC,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,null,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
gTech,2025-04-23,2025-04-23,Poland,Equipment and Access,2025-04-28,2025-04-01,null,TELEPERFORMANCE SE,EMEA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,TRANSFER-Starters list,NO,null,NO,Yes,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-28,2025-04-28,United States,Badge Only,2025-05-01,2025-05-01,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-01,null,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
YouTube,2025-04-25,2025-04-25,India,Access Only,2025-04-30,2025-04-01,2025-04-30,CONCENTRIX,APAC,null,2025-05-02,2025-04-28,2025-05-14,2025-04-30,2025-04-29,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-28,null,NO,null,null,Yes,2025-04-30,5,3,1,5,5,5,1,2,3,3,3,1,0,0,0
T&S,2025-04-15,2025-04-15,Philippines,Equipment and Access,2025-04-18,2025-04-01,2025-04-29,ACCENTURE PLC,APAC,null,null,2025-04-28,2025-05-09,2025-04-25,2025-04-18,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,14,10,7,14,14,3,1,1,13,10,3,9,7,0,7
POps,2025-04-15,2025-04-15,India,Equipment and Access,2025-04-16,2025-04-01,2025-04-29,RANDSTAD NV,APAC,null,null,null,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-29,Vendor,1,2025-04-29,null,null,NO,null,NO,Yes,2025-04-29,14,10,9,14,14,1,1,null,null,10,1,null,9,4,5
Technical Infrastructure,2025-04-15,2025-04-15,United States,Equipment and Access,2025-04-18,2025-04-01,2025-04-30,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,null,null,2025-04-17,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-17,null,NO,null,null,Yes,2025-04-30,15,11,8,15,15,3,1,13,2,11,3,2,8,8,0
gTech,2025-04-23,2025-04-23,United States,Equipment and Access,2025-04-29,2025-04-01,2025-04-30,VACO,NORTH AMERICA,null,null,2025-04-25,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-25,null,NO,null,null,Yes,2025-04-30,7,5,1,7,7,6,1,5,2,5,4,2,1,1,0
Waymo,2025-04-22,2025-04-22,United States,Access Only,2025-04-28,2025-04-01,2025-05-01,TRANSDEV,NORTH AMERICA,null,null,2025-04-25,2025-05-13,2025-04-29,2025-04-29,FALSE,null,Vendor,1,2025-05-01,2025-04-25,null,NO,null,null,Yes,2025-05-01,9,7,3,9,9,6,null,null,3,7,4,3,3,1,2
Cloud,2025-04-15,2025-04-18,United States,Equipment and Access,2025-04-29,2025-04-01,2025-05-01,ICONMA LLC,NORTH AMERICA,null,null,2025-04-23,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Temp,1,2025-05-01,2025-04-23,null,NO,null,null,Yes,2025-05-01,16,9,2,16,16,14,1,8,8,9,7,6,2,2,0
Waymo,2025-04-23,2025-04-23,United States,Access Only,2025-04-29,2025-04-01,2025-05-02,TRANSDEV,NORTH AMERICA,null,null,2025-04-28,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-02,2025-04-28,null,NO,null,null,Yes,2025-05-02,9,7,3,9,9,6,1,3,5,7,4,3,3,2,1
Platforms + Ecosystems,2025-04-25,2025-04-25,India,Access Only,2025-04-28,2025-04-01,2025-04-28,MARKETSTAR CORPORATION,APAC,null,null,2025-04-25,2025-05-12,2025-04-28,2025-04-27,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,3,1,1,3,3,3,1,3,1,1,1,1,0,0,0
Cloud,2025-04-28,2025-04-28,United States,Access Only,2025-05-01,2025-05-01,2025-04-30,MANTECH ADVANCED SYSTEMS INTERNATIONAL INC,NORTH AMERICA,null,null,2025-04-29,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-29,null,NO,null,YES,Yes,2025-04-30,2,2,1,2,2,3,1,1,1,2,3,1,0,0,0
Geo,2025-04-24,2025-04-24,India,Equipment and Access,2025-04-28,2025-04-01,2025-05-02,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-25,2025-05-16,2025-05-02,2025-05-01,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-25,null,NO,null,null,Yes,2025-05-02,8,6,4,8,8,4,1,7,1,6,2,1,4,3,1
Cloud,2025-04-25,2025-04-25,India,Access Only,2025-04-28,2025-04-01,2025-04-29,INFOSYS,APAC,null,null,2025-04-28,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,4,2,1,4,4,3,1,1,3,2,1,1,1,0,1
Technical Infrastructure,2025-04-16,2025-04-16,United States,Access Only,2025-04-21,2025-04-01,2025-04-28,ALLIED UNIVERSAL,NORTH AMERICA,null,null,2025-04-25,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-25,null,NO,null,null,Yes,2025-04-28,12,8,5,12,12,5,1,3,9,8,3,7,5,5,0
Devices & Services,2025-04-28,2025-04-28,India,Equipment and Access,2025-05-01,2025-05-01,2025-04-30,HCL TECHNOLOGIES LTD,APAC,null,null,2025-04-30,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-05-01,Vendor,1,2025-04-30,2025-04-30,null,NO,null,null,Yes,2025-04-30,2,2,1,2,2,3,-1,1,2,2,3,2,0,0,0
gCS,2025-04-21,2025-04-21,Brazil,Access Only,2025-04-25,2025-04-01,2025-04-30,TTEC HOLDINGS INC,LATAM,null,null,2025-04-24,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-24,null,NO,null,null,Yes,2025-04-30,9,7,3,9,9,4,1,6,3,7,4,3,3,3,0
Technical Infrastructure,2025-04-23,2025-04-23,Thailand,Equipment and Access,2025-04-24,2025-04-01,2025-04-29,WOOD INTERNATIONAL LIMITED,APAC,null,null,2025-04-23,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-23,null,NO,null,null,Yes,2025-04-29,6,4,3,6,6,1,1,6,1,4,1,1,3,0,3
Cloud,2025-04-23,2025-04-23,India,Equipment and Access,2025-04-25,2025-04-01,2025-04-28,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-24,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-24,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,2,1,4,1,3,2,1,1,0,1
Access,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-24,2025-04-01,2025-04-30,INSIGHT,NORTH AMERICA,null,null,2025-04-30,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-30,null,NO,null,null,Yes,2025-04-30,8,6,4,8,8,2,1,0,8,6,2,6,4,0,4
Geo,2025-04-24,2025-04-24,India,Access Only,2025-04-28,2025-04-01,2025-04-29,WIPRO LIMITED,APAC,null,2025-04-30,2025-04-27,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-27,null,NO,null,null,Yes,2025-04-29,5,3,1,5,5,4,1,2,3,3,2,2,1,0,1
gTech,2025-04-17,2025-04-17,Brazil,Equipment and Access,2025-04-22,2025-04-01,2025-04-30,HCL TECHNOLOGIES LTD,LATAM,null,null,2025-04-29,2025-05-14,2025-04-30,2025-04-23,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-29,null,NO,null,null,Yes,2025-04-30,13,9,6,13,13,5,1,1,12,9,3,8,6,1,5
REWS,2025-04-25,2025-04-25,United States,Equipment and Access,2025-04-29,2025-04-01,2025-05-02,CBRE GROUP INC,NORTH AMERICA,null,null,2025-05-01,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-02,2025-05-01,null,NO,null,null,Yes,2025-05-02,7,5,3,7,7,4,1,0,6,5,2,4,3,2,1
REWS,2025-04-16,2025-04-16,Canada,Equipment and Access,2025-04-18,2025-04-01,2025-05-01,FLUXON APPS LLC,NORTH AMERICA,null,null,2025-04-17,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-30,Vendor,1,2025-05-01,2025-04-17,null,NO,null,null,Yes,2025-05-01,15,11,9,15,15,2,1,13,1,11,2,1,9,7,2
gCS,2025-04-28,2025-04-28,Philippines,Access Only,2025-04-30,2025-04-01,2025-05-01,CONCENTRIX,APAC,null,2025-05-02,2025-04-28,2025-05-16,2025-05-02,2025-05-01,FALSE,2025-05-02,Vendor,1,2025-05-01,2025-04-28,null,NO,null,null,Yes,2025-05-01,3,3,1,3,3,2,-1,4,1,3,2,1,1,1,0
REWS,2025-04-23,2025-04-23,United States,Equipment and Access,2025-04-28,2025-04-01,2025-04-29,JONES LANG LASALLE INC,NORTH AMERICA,null,null,null,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,null,null,NO,null,null,Yes,2025-04-29,6,4,1,6,6,5,1,null,null,4,3,null,1,0,1
gTech,2025-04-24,2025-04-24,India,Equipment and Access,2025-04-29,2025-04-01,2025-04-30,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,null,null,2025-04-29,2025-05-15,2025-05-01,2025-04-29,FALSE,null,Vendor,1,2025-04-30,2025-04-29,null,NO,null,null,Yes,2025-04-30,6,4,1,6,6,5,null,null,5,4,3,3,1,0,1
Cloud,2025-04-10,2025-04-10,Mexico,Access Only,2025-04-14,2025-04-01,2025-05-02,TATA GROUP,LATAM,null,null,2025-04-26,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-26,null,NO,null,YES,Yes,2025-05-02,22,16,14,22,22,4,1,6,16,16,2,12,14,10,4
Platforms + Ecosystems,2025-04-29,2025-04-29,Philippines,Equipment and Access,2025-05-02,2025-05-01,2025-05-02,ACCENTURE PLC,APAC,null,null,2025-05-02,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-02,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,1,0,3,3,3,3,0,0,0
REWS,2025-04-29,2025-04-29,India,Badge Only,2025-05-02,2025-05-01,null,JONES LANG LASALLE INC,APAC,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
REWS,2025-04-29,2025-04-29,null,Badge Only,2025-05-02,2025-05-01,null,YARZIN SELLA MANAGEMENT AND HOLDINGS,EMEA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-05-02,null,null,NO,null,null,null,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
T&S,2025-04-22,2025-04-22,India,Access Only,2025-04-24,2025-04-01,2025-04-28,WIPRO LIMITED,APAC,null,null,2025-04-26,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-26,null,NO,null,null,Yes,2025-04-28,6,4,2,6,6,2,1,2,4,4,2,4,2,0,2
POps,2025-04-29,2025-04-29,Denmark,Access Only,2025-05-02,2025-05-01,null,WIPRO LIMITED,EMEA,2024-09-06,2024-09-09,null,2024-09-23,2024-09-09,null,FALSE,null,Vendor,1,2025-05-02,null,TRANSFER-Starters list,NO,null,YES,Yes,2025-05-02,3,3,1,3,3,3,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-28,2025-04-01,2025-05-01,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,null,null,2025-04-28,2025-05-15,2025-05-01,2025-05-01,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-28,null,NO,null,null,Yes,2025-05-01,9,7,3,9,9,6,1,3,6,7,4,4,3,3,0
T&S,2025-04-23,2025-04-23,United States,Equipment and Access,2025-04-25,2025-04-01,2025-05-02,"MCAFEE, INC.",NORTH AMERICA,null,null,2025-05-01,2025-05-15,2025-05-01,2025-04-25,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-01,null,NO,null,null,Yes,2025-05-02,9,7,5,9,9,2,1,1,8,7,2,6,5,0,5
gCS,2025-04-21,2025-04-21,India,Access Only,2025-04-28,2025-04-01,2025-04-29,TELEDIRECT PTE LTD,APAC,null,null,2025-04-23,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-23,null,NO,null,null,Yes,2025-04-29,8,6,1,8,8,7,1,6,2,6,5,2,1,0,1
Technical Infrastructure,2025-04-29,2025-04-29,United States,Access Only,2025-05-02,2025-05-01,2025-05-02,ALLIED UNIVERSAL,NORTH AMERICA,null,null,2025-05-01,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-05-01,null,NO,null,null,Yes,2025-05-02,3,3,1,3,3,3,1,1,2,3,3,2,0,0,0
GBO (w/o gTech & gCS),2025-04-25,2025-04-25,Philippines,Equipment and Access,2025-04-29,2025-04-01,2025-04-29,ACCENTURE PLC,APAC,null,null,2025-04-29,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-29,null,NO,null,null,Yes,2025-04-29,4,2,1,4,4,4,1,0,4,2,2,2,0,0,0
YouTube,2025-04-24,2025-04-24,India,Equipment and Access,2025-04-29,2025-04-01,2025-05-02,ACCENTURE PLC,APAC,null,null,2025-04-28,2025-05-16,2025-05-02,2025-05-02,FALSE,2025-05-02,Vendor,1,2025-05-02,2025-04-28,null,NO,null,null,Yes,2025-05-02,8,6,3,8,8,5,1,4,4,6,3,2,3,3,0
REWS,2025-04-11,2025-04-11,United States,Equipment and Access,2025-04-14,2025-04-01,2025-04-28,MCCUNE MANAGEMENT SERVICES LIMITED,NORTH AMERICA,null,null,2025-04-21,2025-05-05,2025-04-21,2025-04-14,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-21,null,NO,null,NO,Yes,2025-04-28,17,11,10,17,17,3,1,7,10,11,1,6,10,0,10
Global Affairs (w/o T&S),2025-04-22,2025-04-22,India,Equipment and Access,2025-04-24,2025-04-01,2025-04-30,ACCENTURE PLC,APAC,null,null,null,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-30,Vendor,1,2025-04-30,null,null,NO,null,null,Yes,2025-04-30,8,6,4,8,8,2,1,null,null,6,2,null,4,1,3
gTech,2025-04-23,2025-04-23,Poland,Equipment and Access,2025-04-28,2025-04-01,null,TELEPERFORMANCE SE,EMEA,null,2025-04-30,null,2025-05-14,2025-04-30,2025-04-30,FALSE,null,Vendor,1,2025-04-28,null,TRANSFER-Starters list,NO,null,YES,Yes,2025-04-28,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Technical Infrastructure,2025-04-23,2025-04-23,Netherlands,Access Only,2025-04-25,2025-04-01,2025-04-30,SECURITAS AB,EMEA,null,null,null,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-30,null,null,NO,Provided onsite,null,Yes,2025-04-30,7,5,3,7,7,2,1,null,null,5,2,null,3,2,1
Waymo,2025-04-23,2025-04-23,India,Access Only,2025-04-25,2025-04-01,2025-04-28,WIPRO LIMITED,APAC,null,null,null,2025-05-13,2025-04-29,2025-04-28,FALSE,2025-04-29,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,2,-1,null,null,3,2,null,1,1,0
Technical Infrastructure,2025-04-22,2025-04-22,Finland,Equipment and Access,2025-04-23,2025-04-01,2025-04-28,FIBER HIGHWAY FINLAND OY,EMEA,null,null,2025-04-22,2025-05-08,2025-04-24,2025-04-23,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-22,null,NO,null,null,Yes,2025-04-28,6,4,3,6,6,1,1,6,1,4,1,1,3,0,3
YouTube,2025-04-23,2025-04-23,Ireland,Equipment and Access,2025-04-25,2025-04-01,2025-04-28,ACCENTURE PLC,EMEA,null,null,2025-04-28,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-28,Vendor,1,2025-04-28,2025-04-28,null,NO,null,null,Yes,2025-04-28,5,3,1,5,5,2,1,0,5,3,2,3,1,0,1
Technical Infrastructure,2025-04-22,2025-04-22,United States,Equipment and Access,2025-04-24,2025-04-01,2025-04-29,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,null,null,2025-04-23,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-28,Vendor,1,2025-04-29,2025-04-23,null,NO,null,null,Yes,2025-04-29,7,5,3,7,7,2,1,5,1,5,2,1,3,0,3
Technical Infrastructure,2025-04-24,2025-04-24,Finland,Badge Only,2025-04-28,2025-04-01,null,FIBER HIGHWAY FINLAND OY,EMEA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-28,null,null,NO,null,null,Yes,2025-04-28,4,2,1,4,4,4,null,null,null,2,2,null,0,0,0
Technical Infrastructure,2025-04-24,2025-04-24,United States,Access Only,2025-04-28,2025-04-01,2025-05-01,SCHENKER,NORTH AMERICA,null,null,2025-04-25,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-05-01,Vendor,1,2025-05-01,2025-04-25,null,NO,null,null,Yes,2025-05-01,7,5,3,7,7,4,1,6,1,5,2,1,3,0,3
Waymo,2025-04-22,2025-04-22,India,Access Only,2025-04-23,2025-04-01,2025-04-30,WIPRO LIMITED,APAC,null,null,2025-04-26,2025-05-14,2025-04-30,2025-04-30,FALSE,2025-04-30,Vendor,1,2025-04-30,2025-04-26,null,NO,null,null,Yes,2025-04-30,8,6,5,8,8,1,1,4,4,6,1,4,5,5,0
Platforms + Ecosystems,2025-04-22,2025-04-22,India,Equipment and Access,2025-04-24,2025-04-01,2025-04-29,HCL TECHNOLOGIES LTD,APAC,null,null,2025-04-24,2025-05-13,2025-04-29,2025-04-29,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-24,null,NO,null,null,Yes,2025-04-29,7,5,3,7,7,2,1,5,2,5,2,2,3,3,0
Technical Infrastructure,2025-04-25,2025-04-25,null,Badge Only,2025-04-30,2025-04-01,null,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,null,null,null,null,null,null,FALSE,null,Vendor,1,2025-04-30,null,null,NO,null,null,null,2025-04-30,5,3,1,5,5,5,null,null,null,3,3,null,0,0,0
Platforms + Ecosystems,2025-04-18,2025-04-18,India,Equipment and Access,2025-04-23,2025-04-01,2025-04-29,ITTIAM SYSTEMS PVT LTD,APAC,null,null,2025-04-28,2025-05-07,2025-04-23,2025-04-23,FALSE,2025-04-29,Vendor,1,2025-04-29,2025-04-28,null,NO,null,null,Yes,2025-04-29,11,7,4,11,11,5,1,1,10,7,3,6,4,0,4
